order_id,product_id,quantity,unit_price,item_total
590,75,4,561.71,2246.84
590,64,6,880.92,5285.52
590,122,4,507.19,2028.76
591,135,2,179.67,359.34
591,342,4,557.86,2231.44
592,50,4,425.05,1700.2
592,308,2,551.84,1103.68
592,222,8,921.34,7370.72
592,346,10,610.86,6108.6
593,175,3,727.6,2182.8
593,397,4,230.95,923.8
593,248,10,180.8,1808.0
593,474,8,579.94,4639.52
594,436,3,402.28,1206.84
594,357,8,269.56,2156.48
594,409,4,951.48,3805.92
595,108,4,723.11,2892.44
595,66,6,500.66,3003.96
595,80,3,275.78,827.3399999999999
596,30,1,31.55,31.55
596,421,5,665.82,3329.1000000000004
596,161,3,94.84,284.52
596,387,2,743.37,1486.74
596,434,8,837.57,6700.56
597,38,6,454.05,2724.3
597,377,4,752.28,3009.12
598,199,10,217.55,2175.5
598,412,3,983.28,2949.84
599,454,2,909.22,1818.44
599,20,7,121.09,847.63
600,370,10,124.83,1248.3
600,244,8,864.01,6912.08
601,426,7,944.12,6608.84
602,194,7,332.63,2328.41
602,214,10,966.06,9660.6
602,433,4,699.91,2799.64
603,458,1,883.95,883.95
603,152,7,87.64,613.48
603,275,1,111.39,111.39
603,403,1,626.49,626.49
603,192,8,298.53,2388.24
604,410,9,382.51,3442.59
604,135,7,179.67,1257.6899999999998
604,174,8,419.67,3357.36
604,452,2,501.17,1002.34
605,274,2,446.95,893.9
605,2,9,16.76,150.84
606,494,4,145.09,580.36
606,448,3,906.03,2718.09
606,96,6,377.0,2262.0
606,201,5,676.25,3381.25
607,378,1,735.61,735.61
608,449,3,131.3,393.9
608,140,8,888.68,7109.44
608,276,10,753.83,7538.3
609,326,8,988.27,7906.16
609,267,3,299.17,897.51
609,373,7,22.54,157.78
609,101,3,336.57,1009.71
610,118,1,662.69,662.69
610,430,2,457.4,914.8
610,379,7,341.66,2391.6200000000003
610,74,6,566.76,3400.56
611,233,7,337.68,2363.76
611,35,5,294.22,1471.1
611,407,10,33.67,336.70000000000005
612,195,2,371.37,742.74
612,126,10,531.19,5311.900000000001
613,435,9,100.3,902.7
614,260,2,623.22,1246.44
615,367,10,684.25,6842.5
615,483,1,47.58,47.58
615,52,6,598.0,3588.0
615,252,6,125.78,754.6800000000001
616,387,2,743.37,1486.74
616,458,9,883.95,7955.55
616,192,4,298.53,1194.12
616,168,3,111.21,333.63
616,324,6,524.25,3145.5
617,239,8,707.69,5661.52
618,467,4,39.01,156.04
618,51,6,248.26,1489.56
619,450,7,60.13,420.91
619,194,5,332.63,1663.15
619,238,1,596.28,596.28
619,202,2,309.8,619.6
619,61,6,877.5,5265.0
620,461,9,256.66,2309.94
620,229,9,123.93,1115.37
620,447,2,449.0,898.0
620,440,8,103.78,830.24
621,437,5,305.85,1529.25
621,422,8,298.76,2390.08
621,76,10,250.43,2504.3
621,163,6,91.22,547.3199999999999
621,136,2,648.46,1296.92
622,96,2,377.0,754.0
623,158,2,495.7,991.4
623,373,2,22.54,45.08
623,237,3,617.97,1853.91
624,315,8,883.33,7066.64
624,233,3,337.68,1013.04
625,204,5,83.23,416.15
626,329,3,112.17,336.51
626,431,8,853.96,6831.68
626,167,6,450.29,2701.74
626,68,7,787.95,5515.650000000001
626,275,8,111.39,891.12
627,354,4,371.76,1487.04
627,195,2,371.37,742.74
627,401,1,17.89,17.89
628,389,7,55.52,388.64
628,171,10,98.72,987.2
628,390,6,921.02,5526.12
629,317,8,102.41,819.28
629,62,10,228.83,2288.3
629,81,9,606.89,5462.01
630,67,5,942.17,4710.849999999999
630,237,10,617.97,6179.700000000001
630,353,3,862.21,2586.63
630,196,5,207.8,1039.0
631,477,8,808.15,6465.2
631,104,6,264.75,1588.5
632,61,6,877.5,5265.0
632,15,5,759.78,3798.9
633,320,3,312.45,937.35
633,151,9,792.59,7133.31
633,153,5,63.16,315.79999999999995
633,253,3,149.94,449.82
633,473,3,65.35,196.05
634,294,3,398.77,1196.31
634,398,4,954.54,3818.16
635,3,10,452.27,4522.7
635,24,3,683.49,2050.4700000000003
635,170,8,517.32,4138.56
636,455,4,451.55,1806.2
636,123,9,436.27,3926.43
637,491,6,960.95,5765.700000000001
637,482,3,546.7,1640.1
637,195,6,371.37,2228.2200000000003
638,129,9,569.35,5124.150000000001
638,419,5,640.84,3204.2000000000003
639,62,8,228.83,1830.64
639,485,3,483.21,1449.63
639,458,8,883.95,7071.6
639,329,6,112.17,673.02
640,250,9,594.27,5348.43
640,420,6,595.98,3575.88
640,56,5,756.84,3784.2
640,477,8,808.15,6465.2
640,377,5,752.28,3761.4
641,299,10,697.76,6977.6
641,477,8,808.15,6465.2
642,484,8,605.65,4845.2
643,23,2,855.94,1711.88
643,337,5,95.82,479.1
643,206,1,924.26,924.26
643,225,7,786.43,5505.009999999999
643,355,10,765.1,7651.0
644,456,2,617.97,1235.94
644,496,6,961.06,5766.36
644,122,1,507.19,507.19
645,433,10,699.91,6999.099999999999
645,434,9,837.57,7538.13
646,25,1,493.94,493.94
646,306,2,826.6,1653.2
647,313,9,446.87,4021.83
648,89,6,706.73,4240.38
648,129,10,569.35,5693.5
648,181,10,367.51,3675.1
648,447,9,449.0,4041.0
649,486,7,209.45,1466.15
649,314,3,210.3,630.9000000000001
649,196,7,207.8,1454.6
650,291,1,135.62,135.62
650,117,5,934.56,4672.799999999999
650,443,6,378.52,2271.12
651,142,9,926.33,8336.970000000001
651,2,2,16.76,33.52
651,114,4,77.29,309.16
651,470,8,974.24,7793.92
652,323,3,87.16,261.48
652,377,7,752.28,5265.96
652,159,7,941.73,6592.110000000001
653,95,2,764.01,1528.02
653,153,3,63.16,189.48
653,40,4,875.81,3503.24
653,115,5,226.53,1132.65
653,381,8,975.3,7802.4
654,311,10,55.48,554.8
655,329,7,112.17,785.19
656,204,3,83.23,249.69
656,396,9,676.59,6089.31
656,446,8,997.19,7977.52
656,158,10,495.7,4957.0
657,177,7,386.92,2708.44
657,301,5,586.14,2930.7
658,371,5,64.48,322.40000000000003
659,406,9,159.06,1431.54
659,488,8,68.96,551.68
659,92,4,365.67,1462.68
659,238,1,596.28,596.28
660,423,5,926.78,4633.9
660,84,8,484.6,3876.8
660,261,2,952.32,1904.64
661,388,7,860.1,6020.7
661,275,3,111.39,334.17
661,460,8,425.04,3400.32
662,59,1,325.71,325.71
662,35,2,294.22,588.44
663,492,10,942.5,9425.0
664,153,10,63.16,631.5999999999999
664,253,7,149.94,1049.58
664,286,5,979.21,4896.05
664,116,8,69.85,558.8
665,130,9,306.97,2762.7300000000005
665,49,10,767.84,7678.400000000001
665,110,1,957.66,957.66
666,423,1,926.78,926.78
666,345,3,877.07,2631.21
666,342,6,557.86,3347.16
666,261,8,952.32,7618.56
666,31,3,748.35,2245.05
667,134,5,65.55,327.75
668,260,1,623.22,623.22
668,274,5,446.95,2234.75
668,406,5,159.06,795.3
669,224,9,354.85,3193.65
670,238,2,596.28,1192.56
670,461,10,256.66,2566.6000000000004
671,193,6,496.1,2976.6000000000004
671,363,5,92.76,463.8
671,64,5,880.92,4404.599999999999
672,456,2,617.97,1235.94
672,370,9,124.83,1123.47
672,231,10,930.62,9306.2
673,445,3,918.25,2754.75
674,491,8,960.95,7687.6
674,186,7,806.04,5642.28
674,167,6,450.29,2701.74
675,389,3,55.52,166.56
675,499,9,789.12,7102.08
676,452,10,501.17,5011.7
676,336,9,619.92,5579.28
676,111,9,840.68,7566.12
676,45,9,676.76,6090.84
676,241,2,581.57,1163.14
677,317,2,102.41,204.82
678,43,6,136.07,816.42
678,92,5,365.67,1828.35
678,142,6,926.33,5557.9800000000005
678,181,3,367.51,1102.53
679,491,6,960.95,5765.700000000001
679,447,3,449.0,1347.0
679,260,5,623.22,3116.1000000000004
679,98,1,154.46,154.46
679,345,2,877.07,1754.14
680,231,4,930.62,3722.48
680,44,5,758.62,3793.1
681,442,2,139.41,278.82
681,14,7,421.69,2951.83
682,147,1,929.59,929.59
683,498,4,696.62,2786.48
684,76,10,250.43,2504.3
684,104,1,264.75,264.75
684,88,8,915.3,7322.4
684,29,2,676.04,1352.08
684,252,5,125.78,628.9
685,400,1,334.03,334.03
685,339,2,390.19,780.38
685,280,2,692.24,1384.48
686,136,4,648.46,2593.84
686,115,3,226.53,679.59
686,475,6,361.26,2167.56
686,152,1,87.64,87.64
686,4,2,308.93,617.86
687,72,10,307.73,3077.3
687,79,6,727.34,4364.04
687,275,6,111.39,668.34
688,220,4,505.46,2021.84
688,383,9,64.88,583.92
688,250,10,594.27,5942.7
688,465,2,328.39,656.78
688,291,2,135.62,271.24
689,133,4,385.47,1541.88
689,255,4,428.81,1715.24
689,491,5,960.95,4804.75
689,419,3,640.84,1922.52
689,287,9,577.01,5193.09
690,279,4,217.78,871.12
691,385,6,775.6,4653.6
691,143,10,567.87,5678.7
691,46,3,536.61,1609.83
691,262,8,203.18,1625.44
692,9,6,772.14,4632.84
692,477,7,808.15,5657.05
693,240,4,754.8,3019.2
693,367,7,684.25,4789.75
693,215,2,20.44,40.88
693,268,6,542.23,3253.38
693,403,2,626.49,1252.98
694,111,3,840.68,2522.04
694,7,8,127.04,1016.32
694,366,6,637.95,3827.7
694,118,5,662.69,3313.4500000000003
694,13,9,460.43,4143.87
695,333,8,614.22,4913.76
695,376,2,266.65,533.3
695,161,7,94.84,663.88
696,330,5,145.76,728.8
696,110,8,957.66,7661.28
696,240,4,754.8,3019.2
696,216,9,515.57,4640.13
696,388,7,860.1,6020.7
697,247,2,358.47,716.94
697,19,8,368.17,2945.36
698,173,1,865.08,865.08
698,193,8,496.1,3968.8
699,76,8,250.43,2003.44
699,474,9,579.94,5219.460000000001
699,131,2,657.2,1314.4
699,470,2,974.24,1948.48
700,459,10,96.84,968.4
700,300,2,460.15,920.3
700,29,3,676.04,2028.12
700,462,2,796.9,1593.8
701,302,4,102.21,408.84
701,282,10,619.99,6199.9
701,440,7,103.78,726.46
702,133,8,385.47,3083.76
702,267,5,299.17,1495.85
702,396,10,676.59,6765.900000000001
702,452,10,501.17,5011.7
703,286,6,979.21,5875.26
703,57,8,148.73,1189.84
703,188,10,974.48,9744.8
703,121,7,540.38,3782.66
704,166,3,115.49,346.47
704,65,8,629.73,5037.84
704,317,2,102.41,204.82
705,162,8,800.07,6400.56
705,310,4,895.21,3580.84
705,261,3,952.32,2856.96
705,445,1,918.25,918.25
706,276,2,753.83,1507.66
707,478,3,914.84,2744.52
708,320,3,312.45,937.35
708,401,5,17.89,89.45
708,117,10,934.56,9345.6
709,375,9,527.78,4750.02
710,266,5,91.84,459.2000000000001
710,464,8,350.59,2804.72
711,426,9,944.12,8497.08
711,208,6,704.62,4227.72
711,255,9,428.81,3859.29
712,257,7,931.39,6519.73
713,490,6,848.02,5088.12
713,10,7,642.32,4496.240000000001
713,95,8,764.01,6112.08
713,40,8,875.81,7006.48
714,262,9,203.18,1828.62
714,263,5,510.38,2551.9
715,330,7,145.76,1020.32
715,354,3,371.76,1115.28
715,101,5,336.57,1682.85
715,205,7,586.42,4104.94
716,251,8,320.05,2560.4
716,60,9,820.2,7381.8
716,319,9,173.87,1564.83
716,477,10,808.15,8081.5
716,250,8,594.27,4754.16
717,205,9,586.42,5277.78
717,372,1,661.47,661.47
718,133,10,385.47,3854.7
718,284,7,574.37,4020.59
718,24,10,683.49,6834.9
718,82,6,196.28,1177.68
719,254,1,600.46,600.46
720,475,6,361.26,2167.56
720,474,6,579.94,3479.6400000000003
721,355,7,765.1,5355.7
721,159,2,941.73,1883.46
721,184,7,144.13,1008.91
722,361,6,408.25,2449.5
722,69,1,422.16,422.16
722,113,4,146.12,584.48
722,112,4,58.03,232.12
723,75,10,561.71,5617.1
723,352,2,934.59,1869.18
723,500,2,593.06,1186.12
724,375,3,527.78,1583.34
724,142,1,926.33,926.33
724,374,9,21.24,191.16
725,182,7,723.69,5065.83
725,325,10,17.98,179.8
725,415,9,922.06,8298.539999999999
725,208,7,704.62,4932.34
726,99,10,935.41,9354.1
726,115,1,226.53,226.53
726,315,6,883.33,5299.9800000000005
726,433,7,699.91,4899.37
727,476,10,184.34,1843.4
727,298,2,408.82,817.64
727,67,8,942.17,7537.36
728,491,6,960.95,5765.700000000001
728,94,8,107.62,860.96
729,423,3,926.78,2780.34
729,364,10,921.72,9217.2
729,104,5,264.75,1323.75
730,471,8,660.3,5282.4
730,455,2,451.55,903.1
731,3,5,452.27,2261.35
731,358,1,949.19,949.19
731,190,5,208.84,1044.2
732,251,10,320.05,3200.5
732,30,2,31.55,63.1
733,415,6,922.06,5532.36
733,17,5,683.54,3417.7
733,173,2,865.08,1730.16
733,219,10,774.62,7746.2
733,362,9,542.28,4880.52
734,495,6,949.21,5695.26
734,387,2,743.37,1486.74
735,275,5,111.39,556.95
735,186,7,806.04,5642.28
735,428,9,455.07,4095.63
735,406,6,159.06,954.36
735,21,4,903.86,3615.44
736,242,10,195.09,1950.9
736,498,9,696.62,6269.58
736,113,8,146.12,1168.96
737,261,1,952.32,952.32
737,15,9,759.78,6838.02
738,303,4,638.49,2553.96
738,203,8,162.6,1300.8
738,378,5,735.61,3678.05
738,140,9,888.68,7998.12
739,45,1,676.76,676.76
739,63,9,70.35,633.15
739,102,4,835.03,3340.12
739,72,6,307.73,1846.38
739,406,8,159.06,1272.48
740,356,5,26.52,132.6
740,159,7,941.73,6592.110000000001
741,451,4,438.82,1755.28
742,500,3,593.06,1779.1799999999998
742,387,5,743.37,3716.85
742,135,10,179.67,1796.6999999999998
743,95,2,764.01,1528.02
743,414,3,714.54,2143.62
744,393,5,328.58,1642.9
744,116,8,69.85,558.8
745,230,7,651.49,4560.43
745,117,1,934.56,934.56
745,11,4,373.87,1495.48
745,191,3,964.93,2894.79
746,333,5,614.22,3071.1000000000004
747,396,3,676.59,2029.77
747,445,1,918.25,918.25
747,408,8,639.58,5116.64
747,270,1,554.23,554.23
747,93,1,517.69,517.69
748,354,5,371.76,1858.8
748,399,2,867.37,1734.74
748,242,7,195.09,1365.63
748,154,6,840.29,5041.74
748,384,2,175.21,350.42
749,28,4,568.27,2273.08
749,46,2,536.61,1073.22
750,208,2,704.62,1409.24
750,299,9,697.76,6279.84
750,364,10,921.72,9217.2
750,60,9,820.2,7381.8
750,146,5,754.73,3773.65
751,410,10,382.51,3825.1
751,66,2,500.66,1001.32
752,438,7,40.77,285.39000000000004
752,289,4,144.23,576.92
752,469,7,363.86,2547.02
752,445,4,918.25,3673.0
752,385,3,775.6,2326.8
753,188,5,974.48,4872.4
753,31,8,748.35,5986.8
754,42,1,992.92,992.92
754,66,8,500.66,4005.28
754,5,9,21.32,191.88
754,288,6,985.63,5913.78
754,448,2,906.03,1812.06
755,343,8,611.52,4892.16
755,413,4,961.57,3846.28
755,2,5,16.76,83.80000000000001
755,439,3,560.39,1681.17
756,357,5,269.56,1347.8
756,77,1,650.24,650.24
756,307,10,329.64,3296.4
757,333,4,614.22,2456.88
758,343,5,611.52,3057.6
758,53,6,675.3,4051.8
758,286,2,979.21,1958.42
758,232,9,520.83,4687.47
759,488,1,68.96,68.96
759,194,7,332.63,2328.41
759,39,5,381.89,1909.45
759,290,5,919.58,4597.900000000001
760,432,4,809.52,3238.08
760,476,3,184.34,553.02
760,185,8,338.9,2711.2
761,489,1,707.65,707.65
761,11,5,373.87,1869.35
761,392,2,743.26,1486.52
761,330,8,145.76,1166.08
762,95,6,764.01,4584.06
762,19,7,368.17,2577.19
762,308,2,551.84,1103.68
762,418,3,584.96,1754.88
763,158,2,495.7,991.4
763,143,6,567.87,3407.2200000000003
763,384,7,175.21,1226.47
763,238,10,596.28,5962.799999999999
763,142,9,926.33,8336.970000000001
764,80,1,275.78,275.78
765,395,8,575.82,4606.56
765,294,3,398.77,1196.31
766,345,5,877.07,4385.35
766,487,6,719.77,4318.62
767,447,3,449.0,1347.0
768,499,10,789.12,7891.2
768,399,7,867.37,6071.59
769,382,3,501.19,1503.57
769,69,5,422.16,2110.8
769,103,3,658.06,1974.18
769,276,10,753.83,7538.3
770,330,2,145.76,291.52
770,199,7,217.55,1522.85
771,312,7,26.12,182.84
771,330,10,145.76,1457.6
771,24,4,683.49,2733.96
771,339,1,390.19,390.19
772,426,4,944.12,3776.48
772,364,2,921.72,1843.44
772,453,8,432.4,3459.2
772,104,4,264.75,1059.0
772,112,5,58.03,290.15
773,277,7,455.24,3186.6800000000003
774,269,5,569.99,2849.95
774,112,3,58.03,174.09
774,429,2,129.53,259.06
774,178,6,308.12,1848.72
774,429,3,129.53,388.59
775,445,9,918.25,8264.25
776,285,2,600.89,1201.78
776,60,4,820.2,3280.8
776,290,4,919.58,3678.32
776,365,4,541.03,2164.12
777,475,7,361.26,2528.82
777,233,3,337.68,1013.04
777,419,7,640.84,4485.88
777,376,4,266.65,1066.6
778,59,4,325.71,1302.84
778,108,7,723.11,5061.77
778,438,3,40.77,122.31
779,137,5,977.56,4887.799999999999
780,479,8,703.56,5628.48
780,409,4,951.48,3805.92
780,410,6,382.51,2295.06
780,398,10,954.54,9545.4
780,92,8,365.67,2925.36
781,296,3,381.42,1144.26
781,217,6,584.71,3508.26
781,77,7,650.24,4551.68
781,117,4,934.56,3738.24
782,38,10,454.05,4540.5
782,97,5,566.9,2834.5
782,430,2,457.4,914.8
782,161,2,94.84,189.68
783,494,6,145.09,870.54
784,114,10,77.29,772.9000000000001
784,441,10,130.24,1302.4
784,63,1,70.35,70.35
785,426,10,944.12,9441.2
785,457,7,650.81,4555.67
785,159,5,941.73,4708.65
785,107,7,797.03,5579.21
785,65,6,629.73,3778.38
786,156,10,402.74,4027.4
787,271,9,123.06,1107.54
787,48,8,282.89,2263.12
788,478,2,914.84,1829.68
788,264,6,687.85,4127.1
789,373,3,22.54,67.62
789,85,5,310.16,1550.8000000000002
789,137,2,977.56,1955.12
789,145,6,961.85,5771.1
790,335,5,750.79,3753.95
790,220,6,505.46,3032.76
790,72,7,307.73,2154.11
790,92,5,365.67,1828.35
791,209,9,597.88,5380.92
791,466,6,35.8,214.8
791,354,7,371.76,2602.32
792,336,3,619.92,1859.76
792,195,9,371.37,3342.33
792,122,8,507.19,4057.52
792,367,1,684.25,684.25
793,79,4,727.34,2909.36
794,385,5,775.6,3878.0
794,131,3,657.2,1971.6
794,429,8,129.53,1036.24
794,105,7,966.84,6767.88
795,171,8,98.72,789.76
796,259,8,195.23,1561.84
796,87,8,126.14,1009.12
796,19,8,368.17,2945.36
796,274,2,446.95,893.9
796,191,3,964.93,2894.79
797,311,4,55.48,221.92
798,36,9,768.17,6913.53
798,272,5,825.05,4125.25
799,298,4,408.82,1635.28
799,94,10,107.62,1076.2
799,155,1,771.32,771.32
799,61,9,877.5,7897.5
799,27,10,140.62,1406.2
800,403,4,626.49,2505.96
801,183,6,620.5,3723.0
802,425,7,458.23,3207.61
803,223,6,833.0,4998.0
804,388,8,860.1,6880.8
805,276,8,753.83,6030.64
805,27,5,140.62,703.1
805,336,10,619.92,6199.2
805,437,1,305.85,305.85
806,118,8,662.69,5301.52
806,368,6,701.69,4210.14
806,372,10,661.47,6614.700000000001
806,128,3,379.32,1137.96
806,188,4,974.48,3897.92
807,364,6,921.72,5530.32
807,484,1,605.65,605.65
807,158,2,495.7,991.4
808,324,2,524.25,1048.5
808,401,7,17.89,125.23
808,4,5,308.93,1544.65
808,384,3,175.21,525.63
809,361,1,408.25,408.25
810,132,7,761.99,5333.93
810,288,5,985.63,4928.15
810,335,3,750.79,2252.37
810,392,2,743.26,1486.52
811,387,5,743.37,3716.85
811,154,10,840.29,8402.9
811,242,3,195.09,585.27
811,423,6,926.78,5560.68
812,37,9,964.14,8677.26
812,345,4,877.07,3508.28
812,273,8,824.38,6595.04
813,53,5,675.3,3376.5
813,281,10,614.16,6141.599999999999
813,469,10,363.86,3638.6
813,290,7,919.58,6437.06
814,12,10,957.79,9577.9
814,67,3,942.17,2826.51
814,255,7,428.81,3001.67
815,449,1,131.3,131.3
816,84,4,484.6,1938.4
816,99,3,935.41,2806.23
816,309,8,853.9,6831.2
816,134,9,65.55,589.9499999999999
817,134,2,65.55,131.1
817,5,5,21.32,106.6
817,9,8,772.14,6177.12
817,469,7,363.86,2547.02
817,117,2,934.56,1869.12
818,80,3,275.78,827.3399999999999
818,79,5,727.34,3636.7
819,406,5,159.06,795.3
819,394,10,326.74,3267.4
819,219,1,774.62,774.62
819,285,9,600.89,5408.01
820,184,2,144.13,288.26
820,197,9,684.9,6164.099999999999
820,168,7,111.21,778.4699999999999
820,390,7,921.02,6447.139999999999
820,369,2,67.33,134.66
821,61,5,877.5,4387.5
821,133,6,385.47,2312.82
821,15,5,759.78,3798.9
821,447,10,449.0,4490.0
821,282,2,619.99,1239.98
822,214,8,966.06,7728.48
823,398,1,954.54,954.54
823,64,2,880.92,1761.84
823,331,7,645.16,4516.12
823,197,5,684.9,3424.5
824,238,8,596.28,4770.24
824,464,10,350.59,3505.9
824,290,5,919.58,4597.900000000001
824,3,6,452.27,2713.62
825,483,2,47.58,95.16
825,172,10,600.96,6009.6
826,26,7,451.03,3157.21
827,64,7,880.92,6166.44
828,260,8,623.22,4985.76
828,1,8,482.68,3861.44
829,75,8,561.71,4493.68
829,154,5,840.29,4201.45
829,280,10,692.24,6922.4
829,447,10,449.0,4490.0
829,271,6,123.06,738.36
830,159,5,941.73,4708.65
830,475,2,361.26,722.52
830,433,3,699.91,2099.73
830,397,3,230.95,692.8499999999999
831,11,1,373.87,373.87
832,259,4,195.23,780.92
833,278,4,444.68,1778.72
833,443,7,378.52,2649.64
834,48,2,282.89,565.78
834,63,5,70.35,351.75
835,81,7,606.89,4248.23
835,210,1,118.28,118.28
835,26,2,451.03,902.06
835,164,3,714.56,2143.68
836,154,8,840.29,6722.32
836,212,8,616.55,4932.4
836,276,1,753.83,753.83
836,152,8,87.64,701.12
837,305,5,403.74,2018.7
837,226,10,354.82,3548.2
838,78,1,848.66,848.66
838,318,2,91.6,183.2
838,437,7,305.85,2140.9500000000003
839,402,10,568.17,5681.7
839,349,9,499.94,4499.46
839,60,5,820.2,4101.0
839,207,1,424.12,424.12
839,205,8,586.42,4691.36
840,154,10,840.29,8402.9
840,136,10,648.46,6484.6
840,115,8,226.53,1812.24
840,243,4,462.97,1851.88
840,19,1,368.17,368.17
841,93,10,517.69,5176.900000000001
841,332,6,77.73,466.38
841,73,9,807.72,7269.48
841,381,2,975.3,1950.6
842,454,8,909.22,7273.76
842,371,2,64.48,128.96
842,455,8,451.55,3612.4
842,344,10,36.56,365.6
843,131,7,657.2,4600.400000000001
843,192,1,298.53,298.53
843,350,3,504.59,1513.77
843,100,5,423.4,2117.0
844,22,8,541.29,4330.32
844,26,4,451.03,1804.12
844,236,9,437.81,3940.29
845,134,10,65.55,655.5
845,365,8,541.03,4328.24
845,230,3,651.49,1954.47
846,272,7,825.05,5775.349999999999
846,339,6,390.19,2341.14
846,300,8,460.15,3681.2
846,309,3,853.9,2561.7
847,4,2,308.93,617.86
847,244,8,864.01,6912.08
847,36,3,768.17,2304.51
848,28,10,568.27,5682.7
848,315,8,883.33,7066.64
849,359,5,293.62,1468.1
849,50,4,425.05,1700.2
849,273,4,824.38,3297.52
849,144,9,929.48,8365.32
850,29,5,676.04,3380.2
850,77,6,650.24,3901.44
850,226,3,354.82,1064.46
851,295,2,636.08,1272.16
852,265,10,841.49,8414.9
853,184,4,144.13,576.52
853,466,8,35.8,286.4
853,139,5,237.47,1187.35
853,239,6,707.69,4246.14
853,237,6,617.97,3707.82
854,223,3,833.0,2499.0
854,253,9,149.94,1349.46
854,66,10,500.66,5006.6
855,149,8,680.26,5442.08
856,239,10,707.69,7076.900000000001
857,365,1,541.03,541.03
857,153,9,63.16,568.4399999999999
857,112,2,58.03,116.06
857,254,3,600.46,1801.38
857,482,2,546.7,1093.4
858,434,5,837.57,4187.85
858,89,8,706.73,5653.84
859,50,3,425.05,1275.15
860,98,3,154.46,463.38
860,78,2,848.66,1697.32
860,341,4,284.2,1136.8
861,74,4,566.76,2267.04
862,416,9,418.93,3770.37
862,386,3,677.38,2032.14
862,477,2,808.15,1616.3
863,89,6,706.73,4240.38
863,384,4,175.21,700.84
863,241,3,581.57,1744.71
863,48,9,282.89,2546.01
864,385,7,775.6,5429.2
864,33,7,73.12,511.84
865,416,6,418.93,2513.58
865,97,1,566.9,566.9
865,434,8,837.57,6700.56
865,400,3,334.03,1002.09
865,337,1,95.82,95.82
866,135,6,179.67,1078.02
867,191,7,964.93,6754.509999999999
867,9,1,772.14,772.14
868,265,10,841.49,8414.9
868,335,1,750.79,750.79
869,370,5,124.83,624.15
869,356,7,26.52,185.64
869,49,7,767.84,5374.88
869,6,9,695.84,6262.56
869,393,5,328.58,1642.9
870,234,5,239.54,1197.7
871,258,7,175.2,1226.4
871,280,8,692.24,5537.92
872,390,10,921.02,9210.2
872,48,10,282.89,2828.9
872,464,8,350.59,2804.72
872,297,6,796.65,4779.9
872,337,7,95.82,670.74
873,14,1,421.69,421.69
874,69,3,422.16,1266.48
874,465,9,328.39,2955.51
874,445,9,918.25,8264.25
874,10,5,642.32,3211.6000000000004
875,80,9,275.78,2482.0199999999995
875,241,5,581.57,2907.8500000000004
875,149,9,680.26,6122.34
875,125,6,157.41,944.46
875,469,3,363.86,1091.58
876,342,10,557.86,5578.6
876,285,5,600.89,3004.45
876,227,4,724.77,2899.08
876,107,5,797.03,3985.15
876,18,7,530.25,3711.75
877,268,6,542.23,3253.38
878,430,6,457.4,2744.4
878,305,2,403.74,807.48
878,382,1,501.19,501.19
878,397,2,230.95,461.9
878,270,8,554.23,4433.84
879,153,8,63.16,505.28
880,13,10,460.43,4604.3
880,481,9,838.33,7544.97
880,496,10,961.06,9610.6
880,231,4,930.62,3722.48
880,50,6,425.05,2550.3
881,456,3,617.97,1853.91
881,196,7,207.8,1454.6
881,444,9,93.2,838.8000000000001
881,306,4,826.6,3306.4
881,467,2,39.01,78.02
882,39,4,381.89,1527.56
882,211,6,668.05,4008.3
882,339,8,390.19,3121.52
882,115,2,226.53,453.06
882,405,3,735.14,2205.42
883,51,2,248.26,496.52
883,173,2,865.08,1730.16
883,5,1,21.32,21.32
883,231,7,930.62,6514.34
884,113,8,146.12,1168.96
884,130,2,306.97,613.94
885,293,7,830.2,5811.400000000001
885,344,10,36.56,365.6
885,395,9,575.82,5182.38
885,468,9,68.01,612.09
885,491,7,960.95,6726.650000000001
886,311,7,55.48,388.36
886,475,8,361.26,2890.08
886,497,8,182.46,1459.68
886,436,7,402.28,2815.96
887,413,3,961.57,2884.71
887,447,8,449.0,3592.0
887,385,8,775.6,6204.8
887,5,3,21.32,63.96
887,337,9,95.82,862.3799999999999
888,184,8,144.13,1153.04
888,148,8,568.32,4546.56
889,191,9,964.93,8684.369999999999
889,368,6,701.69,4210.14
890,75,2,561.71,1123.42
890,443,2,378.52,757.04
890,417,6,463.87,2783.2200000000003
890,13,10,460.43,4604.3
891,405,3,735.14,2205.42
891,380,2,528.62,1057.24
891,212,6,616.55,3699.3
891,64,5,880.92,4404.599999999999
891,480,6,567.97,3407.82
892,87,1,126.14,126.14
892,9,3,772.14,2316.42
892,47,3,255.04,765.12
892,263,10,510.38,5103.8
893,462,5,796.9,3984.5
893,19,4,368.17,1472.68
893,264,3,687.85,2063.55
894,479,9,703.56,6332.039999999999
895,178,7,308.12,2156.84
896,41,10,861.68,8616.8
896,183,8,620.5,4964.0
896,297,6,796.65,4779.9
897,164,3,714.56,2143.68
897,349,3,499.94,1499.82
897,293,9,830.2,7471.8
897,276,8,753.83,6030.64
897,141,8,56.1,448.8
898,289,6,144.23,865.3799999999999
898,461,2,256.66,513.32
899,208,7,704.62,4932.34
899,328,7,389.24,2724.6800000000003
899,199,4,217.55,870.2
899,109,7,917.73,6424.110000000001
899,349,6,499.94,2999.64
900,95,5,764.01,3820.05
900,50,2,425.05,850.1
