order_id,customer_id,order_date,total_amount,status,items
493,358,2025-06-07 11:49:10.566013,7290.09,Pending,"[{'product_id': np.int64(131), 'quantity': 1, 'unit_price': np.float64(657.2), 'item_total': np.float64(657.2)}, {'product_id': np.int64(373), 'quantity': 3, 'unit_price': np.float64(22.54), 'item_total': np.float64(67.62)}, {'product_id': np.int64(91), 'quantity': 3, 'unit_price': np.float64(386.86), 'item_total': np.float64(1160.58)}, {'product_id': np.int64(5), 'quantity': 8, 'unit_price': np.float64(21.32), 'item_total': np.float64(170.56)}, {'product_id': np.int64(241), 'quantity': 9, 'unit_price': np.float64(581.57), 'item_total': np.float64(5234.13)}]"
494,531,2025-06-03 11:49:10.569992,13011.84,Cancelled,"[{'product_id': np.int64(191), 'quantity': 10, 'unit_price': np.float64(964.93), 'item_total': np.float64(9649.3)}, {'product_id': np.int64(370), 'quantity': 8, 'unit_price': np.float64(124.83), 'item_total': np.float64(998.64)}, {'product_id': np.int64(57), 'quantity': 4, 'unit_price': np.float64(148.73), 'item_total': np.float64(594.92)}, {'product_id': np.int64(337), 'quantity': 4, 'unit_price': np.float64(95.82), 'item_total': np.float64(383.28)}, {'product_id': np.int64(397), 'quantity': 6, 'unit_price': np.float64(230.95), 'item_total': np.float64(1385.6999999999998)}]"
495,138,2025-01-09 11:49:10.570994,6558.75,Completed,"[{'product_id': np.int64(187), 'quantity': 7, 'unit_price': np.float64(341.39), 'item_total': np.float64(2389.73)}, {'product_id': np.int64(375), 'quantity': 6, 'unit_price': np.float64(527.78), 'item_total': np.float64(3166.68)}, {'product_id': np.int64(452), 'quantity': 2, 'unit_price': np.float64(501.17), 'item_total': np.float64(1002.34)}]"
496,92,2025-04-28 11:49:10.573991,10008.7,Cancelled,"[{'product_id': np.int64(308), 'quantity': 9, 'unit_price': np.float64(551.84), 'item_total': np.float64(4966.56)}, {'product_id': np.int64(359), 'quantity': 7, 'unit_price': np.float64(293.62), 'item_total': np.float64(2055.34)}, {'product_id': np.int64(295), 'quantity': 3, 'unit_price': np.float64(636.08), 'item_total': np.float64(1908.2400000000002)}, {'product_id': np.int64(171), 'quantity': 5, 'unit_price': np.float64(98.72), 'item_total': np.float64(493.6)}, {'product_id': np.int64(418), 'quantity': 1, 'unit_price': np.float64(584.96), 'item_total': np.float64(584.96)}]"
497,297,2024-11-08 11:49:10.574991,35.8,Cancelled,"[{'product_id': np.int64(466), 'quantity': 1, 'unit_price': np.float64(35.8), 'item_total': np.float64(35.8)}]"
498,804,2025-07-06 11:49:10.575992,4352.81,Pending,"[{'product_id': np.int64(3), 'quantity': 2, 'unit_price': np.float64(452.27), 'item_total': np.float64(904.54)}, {'product_id': np.int64(212), 'quantity': 5, 'unit_price': np.float64(616.55), 'item_total': np.float64(3082.75)}, {'product_id': np.int64(463), 'quantity': 1, 'unit_price': np.float64(365.52), 'item_total': np.float64(365.52)}]"
499,26,2025-03-26 11:49:10.577991,12728.3,Cancelled,"[{'product_id': np.int64(25), 'quantity': 7, 'unit_price': np.float64(493.94), 'item_total': np.float64(3457.58)}, {'product_id': np.int64(60), 'quantity': 6, 'unit_price': np.float64(820.2), 'item_total': np.float64(4921.200000000001)}, {'product_id': np.int64(27), 'quantity': 7, 'unit_price': np.float64(140.62), 'item_total': np.float64(984.34)}, {'product_id': np.int64(334), 'quantity': 7, 'unit_price': np.float64(357.68), 'item_total': np.float64(2503.76)}, {'product_id': np.int64(271), 'quantity': 7, 'unit_price': np.float64(123.06), 'item_total': np.float64(861.4200000000001)}]"
500,957,2025-08-24 11:49:10.579990,6663.55,Completed,"[{'product_id': np.int64(101), 'quantity': 3, 'unit_price': np.float64(336.57), 'item_total': np.float64(1009.71)}, {'product_id': np.int64(89), 'quantity': 8, 'unit_price': np.float64(706.73), 'item_total': np.float64(5653.84)}]"
501,254,2024-11-25 11:49:10.583992,12533.43,Completed,"[{'product_id': np.int64(200), 'quantity': 7, 'unit_price': np.float64(832.97), 'item_total': np.float64(5830.79)}, {'product_id': np.int64(279), 'quantity': 6, 'unit_price': np.float64(217.78), 'item_total': np.float64(1306.68)}, {'product_id': np.int64(451), 'quantity': 7, 'unit_price': np.float64(438.82), 'item_total': np.float64(3071.74)}, {'product_id': np.int64(373), 'quantity': 3, 'unit_price': np.float64(22.54), 'item_total': np.float64(67.62)}, {'product_id': np.int64(218), 'quantity': 5, 'unit_price': np.float64(451.32), 'item_total': np.float64(2256.6)}]"
502,579,2024-12-07 11:49:10.586094,2338.78,Completed,"[{'product_id': np.int64(193), 'quantity': 1, 'unit_price': np.float64(496.1), 'item_total': np.float64(496.1)}, {'product_id': np.int64(222), 'quantity': 2, 'unit_price': np.float64(921.34), 'item_total': np.float64(1842.68)}]"
503,42,2025-08-26 11:49:10.587089,4046.27,Completed,"[{'product_id': np.int64(313), 'quantity': 8, 'unit_price': np.float64(446.87), 'item_total': np.float64(3574.96)}, {'product_id': np.int64(369), 'quantity': 7, 'unit_price': np.float64(67.33), 'item_total': np.float64(471.31)}]"
504,345,2024-11-12 11:49:10.588072,10719.36,Cancelled,"[{'product_id': np.int64(453), 'quantity': 7, 'unit_price': np.float64(432.4), 'item_total': np.float64(3026.7999999999997)}, {'product_id': np.int64(413), 'quantity': 8, 'unit_price': np.float64(961.57), 'item_total': np.float64(7692.56)}]"
505,805,2025-03-31 11:49:10.590090,8693.77,Cancelled,"[{'product_id': np.int64(112), 'quantity': 10, 'unit_price': np.float64(58.03), 'item_total': np.float64(580.3)}, {'product_id': np.int64(315), 'quantity': 3, 'unit_price': np.float64(883.33), 'item_total': np.float64(2649.9900000000002)}, {'product_id': np.int64(258), 'quantity': 8, 'unit_price': np.float64(175.2), 'item_total': np.float64(1401.6)}, {'product_id': np.int64(218), 'quantity': 9, 'unit_price': np.float64(451.32), 'item_total': np.float64(4061.88)}]"
506,938,2025-03-31 11:49:10.591092,10145.59,Cancelled,"[{'product_id': np.int64(232), 'quantity': 7, 'unit_price': np.float64(520.83), 'item_total': np.float64(3645.8100000000004)}, {'product_id': np.int64(245), 'quantity': 6, 'unit_price': np.float64(320.27), 'item_total': np.float64(1921.62)}, {'product_id': np.int64(257), 'quantity': 4, 'unit_price': np.float64(931.39), 'item_total': np.float64(3725.56)}, {'product_id': np.int64(341), 'quantity': 3, 'unit_price': np.float64(284.2), 'item_total': np.float64(852.5999999999999)}]"
507,16,2025-02-21 11:49:10.592100,2936.2,Cancelled,"[{'product_id': np.int64(359), 'quantity': 10, 'unit_price': np.float64(293.62), 'item_total': np.float64(2936.2)}]"
508,837,2025-04-07 11:49:10.593094,6478.06,Cancelled,"[{'product_id': np.int64(54), 'quantity': 9, 'unit_price': np.float64(252.29), 'item_total': np.float64(2270.61)}, {'product_id': np.int64(265), 'quantity': 5, 'unit_price': np.float64(841.49), 'item_total': np.float64(4207.45)}]"
509,201,2024-11-08 11:49:10.595085,13387.99,Pending,"[{'product_id': np.int64(488), 'quantity': 6, 'unit_price': np.float64(68.96), 'item_total': np.float64(413.76)}, {'product_id': np.int64(454), 'quantity': 1, 'unit_price': np.float64(909.22), 'item_total': np.float64(909.22)}, {'product_id': np.int64(54), 'quantity': 1, 'unit_price': np.float64(252.29), 'item_total': np.float64(252.29)}, {'product_id': np.int64(336), 'quantity': 10, 'unit_price': np.float64(619.92), 'item_total': np.float64(6199.2)}, {'product_id': np.int64(368), 'quantity': 8, 'unit_price': np.float64(701.69), 'item_total': np.float64(5613.52)}]"
510,20,2025-03-02 11:49:10.596084,5366.1,Cancelled,"[{'product_id': np.int64(46), 'quantity': 10, 'unit_price': np.float64(536.61), 'item_total': np.float64(5366.1)}]"
511,953,2025-02-07 11:49:10.597989,233.19,Pending,"[{'product_id': np.int64(332), 'quantity': 3, 'unit_price': np.float64(77.73), 'item_total': np.float64(233.19)}]"
512,787,2025-09-19 11:49:10.600053,15427.76,Completed,"[{'product_id': np.int64(422), 'quantity': 9, 'unit_price': np.float64(298.76), 'item_total': np.float64(2688.84)}, {'product_id': np.int64(474), 'quantity': 2, 'unit_price': np.float64(579.94), 'item_total': np.float64(1159.88)}, {'product_id': np.int64(357), 'quantity': 9, 'unit_price': np.float64(269.56), 'item_total': np.float64(2426.04)}, {'product_id': np.int64(88), 'quantity': 10, 'unit_price': np.float64(915.3), 'item_total': np.float64(9153.0)}]"
513,155,2024-12-25 11:49:10.601991,22548.52,Completed,"[{'product_id': np.int64(381), 'quantity': 2, 'unit_price': np.float64(975.3), 'item_total': np.float64(1950.6)}, {'product_id': np.int64(58), 'quantity': 9, 'unit_price': np.float64(817.63), 'item_total': np.float64(7358.67)}, {'product_id': np.int64(288), 'quantity': 10, 'unit_price': np.float64(985.63), 'item_total': np.float64(9856.3)}, {'product_id': np.int64(396), 'quantity': 5, 'unit_price': np.float64(676.59), 'item_total': np.float64(3382.9500000000003)}]"
514,974,2025-03-16 11:49:10.604090,9840.83,Cancelled,"[{'product_id': np.int64(304), 'quantity': 9, 'unit_price': np.float64(851.61), 'item_total': np.float64(7664.49)}, {'product_id': np.int64(21), 'quantity': 1, 'unit_price': np.float64(903.86), 'item_total': np.float64(903.86)}, {'product_id': np.int64(406), 'quantity': 8, 'unit_price': np.float64(159.06), 'item_total': np.float64(1272.48)}]"
515,166,2025-06-06 11:49:10.605083,13721.79,Pending,"[{'product_id': np.int64(82), 'quantity': 10, 'unit_price': np.float64(196.28), 'item_total': np.float64(1962.8)}, {'product_id': np.int64(329), 'quantity': 6, 'unit_price': np.float64(112.17), 'item_total': np.float64(673.02)}, {'product_id': np.int64(288), 'quantity': 7, 'unit_price': np.float64(985.63), 'item_total': np.float64(6899.41)}, {'product_id': np.int64(299), 'quantity': 6, 'unit_price': np.float64(697.76), 'item_total': np.float64(4186.5599999999995)}]"
516,36,2025-06-01 11:49:10.606085,4692.47,Cancelled,"[{'product_id': np.int64(399), 'quantity': 1, 'unit_price': np.float64(867.37), 'item_total': np.float64(867.37)}, {'product_id': np.int64(410), 'quantity': 10, 'unit_price': np.float64(382.51), 'item_total': np.float64(3825.1)}]"
517,431,2025-01-14 11:49:10.608083,19635.93,Completed,"[{'product_id': np.int64(90), 'quantity': 5, 'unit_price': np.float64(556.56), 'item_total': np.float64(2782.7999999999997)}, {'product_id': np.int64(235), 'quantity': 1, 'unit_price': np.float64(192.61), 'item_total': np.float64(192.61)}, {'product_id': np.int64(272), 'quantity': 8, 'unit_price': np.float64(825.05), 'item_total': np.float64(6600.4)}, {'product_id': np.int64(137), 'quantity': 10, 'unit_price': np.float64(977.56), 'item_total': np.float64(9775.599999999999)}, {'product_id': np.int64(161), 'quantity': 3, 'unit_price': np.float64(94.84), 'item_total': np.float64(284.52)}]"
518,290,2025-02-28 11:49:10.609090,13005.11,Completed,"[{'product_id': np.int64(58), 'quantity': 10, 'unit_price': np.float64(817.63), 'item_total': np.float64(8176.3)}, {'product_id': np.int64(479), 'quantity': 1, 'unit_price': np.float64(703.56), 'item_total': np.float64(703.56)}, {'product_id': np.int64(272), 'quantity': 5, 'unit_price': np.float64(825.05), 'item_total': np.float64(4125.25)}]"
519,992,2025-06-14 11:49:10.611092,9742.5,Pending,"[{'product_id': np.int64(398), 'quantity': 9, 'unit_price': np.float64(954.54), 'item_total': np.float64(8590.86)}, {'product_id': np.int64(395), 'quantity': 2, 'unit_price': np.float64(575.82), 'item_total': np.float64(1151.64)}]"
520,316,2025-06-16 11:49:10.611092,11890.1,Pending,"[{'product_id': np.int64(78), 'quantity': 10, 'unit_price': np.float64(848.66), 'item_total': np.float64(8486.6)}, {'product_id': np.int64(213), 'quantity': 5, 'unit_price': np.float64(680.7), 'item_total': np.float64(3403.5)}]"
521,895,2024-12-29 11:49:10.612083,236.56,Completed,"[{'product_id': np.int64(210), 'quantity': 2, 'unit_price': np.float64(118.28), 'item_total': np.float64(236.56)}]"
522,339,2024-11-10 11:49:10.615829,9598.19,Completed,"[{'product_id': np.int64(413), 'quantity': 3, 'unit_price': np.float64(961.57), 'item_total': np.float64(2884.71)}, {'product_id': np.int64(25), 'quantity': 8, 'unit_price': np.float64(493.94), 'item_total': np.float64(3951.52)}, {'product_id': np.int64(161), 'quantity': 6, 'unit_price': np.float64(94.84), 'item_total': np.float64(569.04)}, {'product_id': np.int64(39), 'quantity': 3, 'unit_price': np.float64(381.89), 'item_total': np.float64(1145.67)}, {'product_id': np.int64(486), 'quantity': 5, 'unit_price': np.float64(209.45), 'item_total': np.float64(1047.25)}]"
523,456,2025-09-21 11:49:10.618849,11371.48,Completed,"[{'product_id': np.int64(376), 'quantity': 3, 'unit_price': np.float64(266.65), 'item_total': np.float64(799.9499999999999)}, {'product_id': np.int64(434), 'quantity': 9, 'unit_price': np.float64(837.57), 'item_total': np.float64(7538.13)}, {'product_id': np.int64(273), 'quantity': 1, 'unit_price': np.float64(824.38), 'item_total': np.float64(824.38)}, {'product_id': np.int64(19), 'quantity': 6, 'unit_price': np.float64(368.17), 'item_total': np.float64(2209.02)}]"
524,295,2024-11-30 11:49:10.620554,18578.84,Pending,"[{'product_id': np.int64(149), 'quantity': 3, 'unit_price': np.float64(680.26), 'item_total': np.float64(2040.78)}, {'product_id': np.int64(305), 'quantity': 8, 'unit_price': np.float64(403.74), 'item_total': np.float64(3229.92)}, {'product_id': np.int64(142), 'quantity': 7, 'unit_price': np.float64(926.33), 'item_total': np.float64(6484.31)}, {'product_id': np.int64(200), 'quantity': 7, 'unit_price': np.float64(832.97), 'item_total': np.float64(5830.79)}, {'product_id': np.int64(51), 'quantity': 4, 'unit_price': np.float64(248.26), 'item_total': np.float64(993.04)}]"
525,352,2025-05-11 11:49:10.621064,6912.04,Completed,"[{'product_id': np.int64(475), 'quantity': 4, 'unit_price': np.float64(361.26), 'item_total': np.float64(1445.04)}, {'product_id': np.int64(482), 'quantity': 10, 'unit_price': np.float64(546.7), 'item_total': np.float64(5467.0)}]"
526,236,2025-03-11 11:49:10.623412,3646.38,Pending,"[{'product_id': np.int64(146), 'quantity': 2, 'unit_price': np.float64(754.73), 'item_total': np.float64(1509.46)}, {'product_id': np.int64(418), 'quantity': 1, 'unit_price': np.float64(584.96), 'item_total': np.float64(584.96)}, {'product_id': np.int64(170), 'quantity': 3, 'unit_price': np.float64(517.32), 'item_total': np.float64(1551.96)}]"
527,770,2025-04-23 11:49:10.625150,9842.04,Cancelled,"[{'product_id': np.int64(441), 'quantity': 5, 'unit_price': np.float64(130.24), 'item_total': np.float64(651.2)}, {'product_id': np.int64(311), 'quantity': 8, 'unit_price': np.float64(55.48), 'item_total': np.float64(443.84)}, {'product_id': np.int64(331), 'quantity': 9, 'unit_price': np.float64(645.16), 'item_total': np.float64(5806.44)}, {'product_id': np.int64(405), 'quantity': 4, 'unit_price': np.float64(735.14), 'item_total': np.float64(2940.56)}]"
528,129,2025-03-26 11:49:10.626271,9212.03,Completed,"[{'product_id': np.int64(62), 'quantity': 8, 'unit_price': np.float64(228.83), 'item_total': np.float64(1830.64)}, {'product_id': np.int64(486), 'quantity': 5, 'unit_price': np.float64(209.45), 'item_total': np.float64(1047.25)}, {'product_id': np.int64(487), 'quantity': 3, 'unit_price': np.float64(719.77), 'item_total': np.float64(2159.31)}, {'product_id': np.int64(417), 'quantity': 9, 'unit_price': np.float64(463.87), 'item_total': np.float64(4174.83)}]"
529,550,2025-02-05 11:49:10.628259,13441.22,Cancelled,"[{'product_id': np.int64(348), 'quantity': 8, 'unit_price': np.float64(785.96), 'item_total': np.float64(6287.68)}, {'product_id': np.int64(149), 'quantity': 7, 'unit_price': np.float64(680.26), 'item_total': np.float64(4761.82)}, {'product_id': np.int64(246), 'quantity': 6, 'unit_price': np.float64(398.62), 'item_total': np.float64(2391.7200000000003)}]"
530,268,2025-02-04 11:49:10.629261,731.04,Cancelled,"[{'product_id': np.int64(463), 'quantity': 2, 'unit_price': np.float64(365.52), 'item_total': np.float64(731.04)}]"
531,59,2025-05-16 11:49:10.631165,17669.32,Pending,"[{'product_id': np.int64(99), 'quantity': 7, 'unit_price': np.float64(935.41), 'item_total': np.float64(6547.87)}, {'product_id': np.int64(102), 'quantity': 10, 'unit_price': np.float64(835.03), 'item_total': np.float64(8350.3)}, {'product_id': np.int64(270), 'quantity': 5, 'unit_price': np.float64(554.23), 'item_total': np.float64(2771.15)}]"
532,104,2025-04-17 11:49:10.633165,9959.46,Pending,"[{'product_id': np.int64(276), 'quantity': 2, 'unit_price': np.float64(753.83), 'item_total': np.float64(1507.66)}, {'product_id': np.int64(90), 'quantity': 5, 'unit_price': np.float64(556.56), 'item_total': np.float64(2782.7999999999997)}, {'product_id': np.int64(97), 'quantity': 10, 'unit_price': np.float64(566.9), 'item_total': np.float64(5669.0)}]"
533,490,2025-02-10 11:49:10.635263,9325.08,Pending,"[{'product_id': np.int64(415), 'quantity': 10, 'unit_price': np.float64(922.06), 'item_total': np.float64(9220.599999999999)}, {'product_id': np.int64(312), 'quantity': 4, 'unit_price': np.float64(26.12), 'item_total': np.float64(104.48)}]"
534,178,2025-10-29 11:49:10.636261,6716.49,Cancelled,"[{'product_id': np.int64(152), 'quantity': 6, 'unit_price': np.float64(87.64), 'item_total': np.float64(525.84)}, {'product_id': np.int64(264), 'quantity': 9, 'unit_price': np.float64(687.85), 'item_total': np.float64(6190.650000000001)}]"
535,89,2025-10-28 11:49:10.637270,1509.84,Pending,"[{'product_id': np.int64(338), 'quantity': 2, 'unit_price': np.float64(754.92), 'item_total': np.float64(1509.84)}]"
536,619,2025-09-11 11:49:10.637270,5182.38,Cancelled,"[{'product_id': np.int64(395), 'quantity': 9, 'unit_price': np.float64(575.82), 'item_total': np.float64(5182.38)}]"
537,224,2025-07-28 11:49:10.639336,12479.26,Completed,"[{'product_id': np.int64(351), 'quantity': 6, 'unit_price': np.float64(533.0), 'item_total': np.float64(3198.0)}, {'product_id': np.int64(283), 'quantity': 4, 'unit_price': np.float64(815.39), 'item_total': np.float64(3261.56)}, {'product_id': np.int64(399), 'quantity': 5, 'unit_price': np.float64(867.37), 'item_total': np.float64(4336.85)}, {'product_id': np.int64(101), 'quantity': 5, 'unit_price': np.float64(336.57), 'item_total': np.float64(1682.85)}]"
538,451,2025-09-17 11:49:10.640383,9742.4,Completed,"[{'product_id': np.int64(470), 'quantity': 10, 'unit_price': np.float64(974.24), 'item_total': np.float64(9742.4)}]"
539,807,2024-12-29 11:49:10.642375,12630.44,Completed,"[{'product_id': np.int64(426), 'quantity': 4, 'unit_price': np.float64(944.12), 'item_total': np.float64(3776.48)}, {'product_id': np.int64(346), 'quantity': 10, 'unit_price': np.float64(610.86), 'item_total': np.float64(6108.6)}, {'product_id': np.int64(94), 'quantity': 2, 'unit_price': np.float64(107.62), 'item_total': np.float64(215.24)}, {'product_id': np.int64(241), 'quantity': 2, 'unit_price': np.float64(581.57), 'item_total': np.float64(1163.14)}, {'product_id': np.int64(24), 'quantity': 2, 'unit_price': np.float64(683.49), 'item_total': np.float64(1366.98)}]"
540,399,2025-06-27 11:49:10.643378,3699.25,Pending,"[{'product_id': np.int64(229), 'quantity': 10, 'unit_price': np.float64(123.93), 'item_total': np.float64(1239.3000000000002)}, {'product_id': np.int64(248), 'quantity': 3, 'unit_price': np.float64(180.8), 'item_total': np.float64(542.4000000000001)}, {'product_id': np.int64(330), 'quantity': 2, 'unit_price': np.float64(145.76), 'item_total': np.float64(291.52)}, {'product_id': np.int64(256), 'quantity': 3, 'unit_price': np.float64(542.01), 'item_total': np.float64(1626.03)}]"
541,394,2024-11-14 11:49:10.645376,9490.05,Cancelled,"[{'product_id': np.int64(22), 'quantity': 2, 'unit_price': np.float64(541.29), 'item_total': np.float64(1082.58)}, {'product_id': np.int64(294), 'quantity': 8, 'unit_price': np.float64(398.77), 'item_total': np.float64(3190.16)}, {'product_id': np.int64(399), 'quantity': 5, 'unit_price': np.float64(867.37), 'item_total': np.float64(4336.85)}, {'product_id': np.int64(252), 'quantity': 7, 'unit_price': np.float64(125.78), 'item_total': np.float64(880.46)}]"
542,613,2025-06-15 11:49:10.646375,7105.81,Completed,"[{'product_id': np.int64(188), 'quantity': 5, 'unit_price': np.float64(974.48), 'item_total': np.float64(4872.4)}, {'product_id': np.int64(480), 'quantity': 3, 'unit_price': np.float64(567.97), 'item_total': np.float64(1703.91)}, {'product_id': np.int64(104), 'quantity': 2, 'unit_price': np.float64(264.75), 'item_total': np.float64(529.5)}]"
543,968,2025-06-21 11:49:10.650379,4865.68,Completed,"[{'product_id': np.int64(245), 'quantity': 7, 'unit_price': np.float64(320.27), 'item_total': np.float64(2241.89)}, {'product_id': np.int64(494), 'quantity': 6, 'unit_price': np.float64(145.09), 'item_total': np.float64(870.54)}, {'product_id': np.int64(124), 'quantity': 1, 'unit_price': np.float64(115.95), 'item_total': np.float64(115.95)}, {'product_id': np.int64(189), 'quantity': 5, 'unit_price': np.float64(327.46), 'item_total': np.float64(1637.3)}]"
544,235,2025-04-16 11:49:10.651280,13457.94,Completed,"[{'product_id': np.int64(10), 'quantity': 2, 'unit_price': np.float64(642.32), 'item_total': np.float64(1284.64)}, {'product_id': np.int64(190), 'quantity': 8, 'unit_price': np.float64(208.84), 'item_total': np.float64(1670.72)}, {'product_id': np.int64(241), 'quantity': 4, 'unit_price': np.float64(581.57), 'item_total': np.float64(2326.28)}, {'product_id': np.int64(58), 'quantity': 10, 'unit_price': np.float64(817.63), 'item_total': np.float64(8176.3)}]"
545,6,2025-07-15 11:49:10.653379,10232.82,Cancelled,"[{'product_id': np.int64(388), 'quantity': 2, 'unit_price': np.float64(860.1), 'item_total': np.float64(1720.2)}, {'product_id': np.int64(54), 'quantity': 3, 'unit_price': np.float64(252.29), 'item_total': np.float64(756.87)}, {'product_id': np.int64(225), 'quantity': 9, 'unit_price': np.float64(786.43), 'item_total': np.float64(7077.87)}, {'product_id': np.int64(459), 'quantity': 7, 'unit_price': np.float64(96.84), 'item_total': np.float64(677.88)}]"
546,433,2025-06-24 11:49:10.654004,6037.84,Completed,"[{'product_id': np.int64(146), 'quantity': 8, 'unit_price': np.float64(754.73), 'item_total': np.float64(6037.84)}]"
547,184,2025-09-28 11:49:10.655126,1336.1,Cancelled,"[{'product_id': np.int64(211), 'quantity': 2, 'unit_price': np.float64(668.05), 'item_total': np.float64(1336.1)}]"
548,464,2025-08-19 11:49:10.656124,14696.78,Cancelled,"[{'product_id': np.int64(145), 'quantity': 8, 'unit_price': np.float64(961.85), 'item_total': np.float64(7694.8)}, {'product_id': np.int64(37), 'quantity': 1, 'unit_price': np.float64(964.14), 'item_total': np.float64(964.14)}, {'product_id': np.int64(146), 'quantity': 8, 'unit_price': np.float64(754.73), 'item_total': np.float64(6037.84)}]"
549,947,2024-11-28 11:49:10.657121,321.36,Pending,"[{'product_id': np.int64(340), 'quantity': 1, 'unit_price': np.float64(321.36), 'item_total': np.float64(321.36)}]"
550,318,2025-01-13 11:49:10.659127,6818.42,Completed,"[{'product_id': np.int64(337), 'quantity': 3, 'unit_price': np.float64(95.82), 'item_total': np.float64(287.46)}, {'product_id': np.int64(83), 'quantity': 6, 'unit_price': np.float64(727.06), 'item_total': np.float64(4362.36)}, {'product_id': np.int64(202), 'quantity': 7, 'unit_price': np.float64(309.8), 'item_total': np.float64(2168.6)}]"
551,209,2025-01-31 11:49:10.661115,14258.05,Completed,"[{'product_id': np.int64(236), 'quantity': 8, 'unit_price': np.float64(437.81), 'item_total': np.float64(3502.48)}, {'product_id': np.int64(17), 'quantity': 8, 'unit_price': np.float64(683.54), 'item_total': np.float64(5468.32)}, {'product_id': np.int64(460), 'quantity': 7, 'unit_price': np.float64(425.04), 'item_total': np.float64(2975.28)}, {'product_id': np.int64(442), 'quantity': 7, 'unit_price': np.float64(139.41), 'item_total': np.float64(975.87)}, {'product_id': np.int64(211), 'quantity': 2, 'unit_price': np.float64(668.05), 'item_total': np.float64(1336.1)}]"
552,653,2024-11-16 11:49:10.661115,3415.58,Pending,"[{'product_id': np.int64(221), 'quantity': 7, 'unit_price': np.float64(487.94), 'item_total': np.float64(3415.58)}]"
553,581,2025-02-02 11:49:10.662122,8758.1,Pending,"[{'product_id': np.int64(40), 'quantity': 10, 'unit_price': np.float64(875.81), 'item_total': np.float64(8758.099999999999)}]"
554,624,2024-12-15 11:49:10.664020,11021.04,Cancelled,"[{'product_id': np.int64(58), 'quantity': 5, 'unit_price': np.float64(817.63), 'item_total': np.float64(4088.15)}, {'product_id': np.int64(261), 'quantity': 7, 'unit_price': np.float64(952.32), 'item_total': np.float64(6666.240000000001)}, {'product_id': np.int64(376), 'quantity': 1, 'unit_price': np.float64(266.65), 'item_total': np.float64(266.65)}]"
555,659,2025-02-03 11:49:10.666044,3574.62,Pending,"[{'product_id': np.int64(404), 'quantity': 6, 'unit_price': np.float64(595.77), 'item_total': np.float64(3574.62)}]"
556,892,2025-06-08 11:49:10.667023,7533.84,Cancelled,"[{'product_id': np.int64(159), 'quantity': 8, 'unit_price': np.float64(941.73), 'item_total': np.float64(7533.84)}]"
557,666,2025-10-14 11:49:10.668026,10031.79,Pending,"[{'product_id': np.int64(315), 'quantity': 3, 'unit_price': np.float64(883.33), 'item_total': np.float64(2649.9900000000002)}, {'product_id': np.int64(60), 'quantity': 9, 'unit_price': np.float64(820.2), 'item_total': np.float64(7381.8)}]"
558,107,2025-09-10 11:49:10.670114,6602.03,Cancelled,"[{'product_id': np.int64(307), 'quantity': 5, 'unit_price': np.float64(329.64), 'item_total': np.float64(1648.1999999999998)}, {'product_id': np.int64(239), 'quantity': 7, 'unit_price': np.float64(707.69), 'item_total': np.float64(4953.83)}]"
559,623,2025-07-29 11:49:10.671110,4918.42,Completed,"[{'product_id': np.int64(356), 'quantity': 8, 'unit_price': np.float64(26.52), 'item_total': np.float64(212.16)}, {'product_id': np.int64(239), 'quantity': 2, 'unit_price': np.float64(707.69), 'item_total': np.float64(1415.38)}, {'product_id': np.int64(8), 'quantity': 8, 'unit_price': np.float64(411.36), 'item_total': np.float64(3290.88)}]"
560,848,2025-10-22 11:49:10.672028,2297.48,Cancelled,"[{'product_id': np.int64(284), 'quantity': 4, 'unit_price': np.float64(574.37), 'item_total': np.float64(2297.48)}]"
561,459,2024-12-09 11:49:10.674121,11805.39,Pending,"[{'product_id': np.int64(369), 'quantity': 4, 'unit_price': np.float64(67.33), 'item_total': np.float64(269.32)}, {'product_id': np.int64(494), 'quantity': 8, 'unit_price': np.float64(145.09), 'item_total': np.float64(1160.72)}, {'product_id': np.int64(257), 'quantity': 7, 'unit_price': np.float64(931.39), 'item_total': np.float64(6519.73)}, {'product_id': np.int64(361), 'quantity': 2, 'unit_price': np.float64(408.25), 'item_total': np.float64(816.5)}, {'product_id': np.int64(233), 'quantity': 9, 'unit_price': np.float64(337.68), 'item_total': np.float64(3039.12)}]"
562,619,2025-05-14 11:49:10.676082,13889.72,Completed,"[{'product_id': np.int64(132), 'quantity': 9, 'unit_price': np.float64(761.99), 'item_total': np.float64(6857.91)}, {'product_id': np.int64(78), 'quantity': 8, 'unit_price': np.float64(848.66), 'item_total': np.float64(6789.28)}, {'product_id': np.int64(7), 'quantity': 1, 'unit_price': np.float64(127.04), 'item_total': np.float64(127.04)}, {'product_id': np.int64(166), 'quantity': 1, 'unit_price': np.float64(115.49), 'item_total': np.float64(115.49)}]"
563,457,2025-07-18 11:49:10.678122,3209.81,Cancelled,"[{'product_id': np.int64(99), 'quantity': 1, 'unit_price': np.float64(935.41), 'item_total': np.float64(935.41)}, {'product_id': np.int64(488), 'quantity': 7, 'unit_price': np.float64(68.96), 'item_total': np.float64(482.71999999999997)}, {'product_id': np.int64(138), 'quantity': 2, 'unit_price': np.float64(895.84), 'item_total': np.float64(1791.68)}]"
